User_id,History_course_id,History_course_name
user0297,"0027, 0564, 1329","Marketing Management, Advanced Managerial Accounting, Strategic Management of Technology"
user0298,"0075, 0628, 1295, 2477, 3592","Customer-Centric Marketing, International Business Ethics, Financial Markets and Institutions, Strategic Innovation and Entrepreneurship, Business Analytics for Decision Making"
user0299,"0123, 0456, 0944, 1825","Strategic Leadership and Management, Business Negotiation and Conflict Resolution, Advanced Financial Analysis, Marketing Analytics"
user0300,"0290, 0666, 1335, 2787","Entrepreneurial Finance, Supply Chain Management, Global Marketing, Digital Marketing Strategy"
user0301,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0302,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0303,"0111, 0498, 0976, 1893, 3087","Operations Management, International Business Law, Entrepreneurship: From Idea to Launch, Managing High-Performance Teams, Advanced Topics in Leadership"
user0304,"0352, 0729, 1367, 2810","Consumer Behavior Analysis, Business Data Mining, Advanced Corporate Finance, Strategic Management of Technology and Innovation"
user0305,"0038, 0650, 1247, 2522","Human Resource Management, Managerial Accounting and Control, Marketing Channels and Distribution Strategy, Global Business Strategy"
user0306,"0456, 0932, 1739, 3327","Strategic Supply Chain Management, Business Process Reengineering, Corporate Financial Strategy, Leading Change and Organizational Renewal"
user0307,"0612, 1057, 2145, 3546","Entrepreneurship and Business Development, Investment Banking and Capital Markets, Strategic Management of Information Technology, Negotiation and Conflict Resolution"
user0308,"0566, 0932, 1544, 2298, 3011","Marketing Research and Analytics, Financial Markets and Investments, Strategic Supply Chain Management, Business Development and Growth Strategies, Leadership in the Digital World"
user0309,"0288, 0667, 1329, 1998, 2672","Leadership and Change, International Finance and Investment, Advanced Marketing Strategy, Business Analytics and Big Data, Global Business Ethics"
user0310,"0428, 0897, 1567, 2237, 2987","Strategic Cost Analysis, Marketing in the Digital Age, Corporate Finance and Risk Management, Global Entrepreneurship and Innovation, Leadership and Sustainability"
user0311,"0346, 0735, 1310, 2169, 3099","Entrepreneurship and New Venture Creation, Strategic Marketing and Brand Management, Financial Analysis and Decision Making, Global Supply Chain Strategy, Business Ethics and Social Impact"
user0312,"0087, 0366, 0712, 1598","Marketing Strategy, Corporate Finance, Leading Change and Organizational Renewal, Digital Marketing Fundamentals"
user0313,"0087, 0366, 0712, 1598","Marketing Strategy, Corporate Finance, Leading Change and Organizational Renewal, Digital Marketing Fundamentals"
user0314,"0432, 0855, 1763, 3124, 3956","Operations Management, Strategic Innovation and Design, Data-Driven Decision Making, International Business Law, Global Marketing Management"
user0315,"0187, 0543, 1298","Entrepreneurship and Innovation, Business Analytics for Managers, Managerial Accounting"
user0316,"0046, 0431, 0879, 1680, 2875","Economics for Business, Negotiation and Conflict Resolution, Business Law, Risk Management, Strategic Management"
user0317,"0025, 0654, 1432, 2769","Leadership and Teamwork, Business Process Improvement, Financial Risk Management, Strategic Sourcing and Procurement"
user0318,"0143, 0388, 0726, 1497, 2587","Managerial Economics, International Finance, Marketing Management, Entrepreneurship in Action, Supply Chain Analytics"
user0319,"0222, 0597, 1276","Financial Markets and Instruments, Project Management for Professionals, Customer Relationship Management"
user0320,"0058, 0487, 0962, 1890, 3017","Strategic Human Resource Management, Business Ethics and Corporate Responsibility, Marketing Strategy and Planning, Financial Management, Global Business Leadership"
user0321,"0310, 0788, 1587, 2990","Strategic Decision Making, Digital Business Transformation, Advanced Financial Reporting, Entrepreneurship and Small Business Finance"
user0322,"0111, 0319, 0667, 1348, 2456","Corporate Finance and Valuation, Supply Chain Optimization, Marketing Analytics, Strategic Management of Technology and Innovation, Business Data Mining"
user0323,"0232, 0599, 1244, 2675","Financial Management in Healthcare, Business Law and Ethics, Operations and Supply Chain Management, Marketing Strategy for the Digital Age"
user0324,"0041, 0499, 1056","Strategic Planning and Execution, International Marketing, Accounting for Decision Makers"
user0325,"0342, 0715, 1423, 2816","Advanced Corporate Finance, Entrepreneurial Marketing, Leadership and Change Management, Business Analytics and Data Mining"
user0326,"0134, 0378, 0782, 1532, 2667","Strategic Management and Leadership, Consumer Behavior, Financial Modeling and Analysis, Innovation and Design Thinking, Global Business Negotiation"
user0327,"0012, 0548, 1267, 2435","Principles of Marketing, Strategic Management of Information Systems, Managerial Economics and Decision Making, Marketing Research and Strategy"
user0328,"0097, 0466, 0935, 1754, 2923","Corporate Social Responsibility, Global Strategy, Financial Accounting, Supply Chain Management, Leadership in the 21st Century"
user0329,"0027, 0564, 1329","Marketing Management, Advanced Managerial Accounting, Strategic Management of Technology"
user0330,"0075, 0628, 1295, 2477, 3592","Customer-Centric Marketing, International Business Ethics, Financial Markets and Institutions, Strategic Innovation and Entrepreneurship, Business Analytics for Decision Making"
user0331,"0123, 0456, 0944, 1825","Strategic Leadership and Management, Business Negotiation and Conflict Resolution, Advanced Financial Analysis, Marketing Analytics"
user0332,"0290, 0666, 1335, 2787","Entrepreneurial Finance, Supply Chain Management, Global Marketing, Digital Marketing Strategy"
user0333,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0334,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0335,"0111, 0498, 0976, 1893, 3087","Operations Management, International Business Law, Entrepreneurship: From Idea to Launch, Managing High-Performance Teams, Advanced Topics in Leadership"
user0336,"0352, 0729, 1367, 2810","Consumer Behavior Analysis, Business Data Mining, Advanced Corporate Finance, Strategic Management of Technology and Innovation"
user0337,"0038, 0650, 1247, 2522","Human Resource Management, Managerial Accounting and Control, Marketing Channels and Distribution Strategy, Global Business Strategy"
user0338,"0456, 0932, 1739, 3327","Strategic Supply Chain Management, Business Process Reengineering, Corporate Financial Strategy, Leading Change and Organizational Renewal"
user0339,"0612, 1057, 2145, 3546","Entrepreneurship and Business Development, Investment Banking and Capital Markets, Strategic Management of Information Technology, Negotiation and Conflict Resolution"
user0340,"0687, 0355, 1677","Sequence Models, Natural Language Processing with Probabilistic Models, NLP: Twitter Sentiment Analysis"
user0341,"3352, 3369, 3399","Graph Analytics for Big Data, Image Compression with K-Means Clustering, Fake News Detection with Machine Learning"
user0342,"3361, 3369, 3399","Data Exploration and Visualization with Python, Image Compression with K-Means Clustering, Fake News Detection with Machine Learning"
user0343,"2144, 2202, 2215, 2306, 2353, 2401, 2402","AI Workflow: Enterprise Model Deployment, Hyperparameter Tuning with Keras Tuner, Data Science for Business Innovation, AI Workflow: Business Priorities and Data Ingestion, Intro to Time Series Analysis in R, Supervised Learning: Regression, Supervised Learning: Regression"
user0344,"3361, 3369, 3370, 3465, 3472, 3475, 3483, 3491, 3503","Data Exploration and Visualization with Python, Image Compression with K-Means Clustering, Neural Network from Scratch in TensorFlow, Big Data Integration and Processing, Optimizing Machine Learning Performance, Support Vector Machines with scikit-learn, SQL for Data Science Capstone Project, Applied Data Science Capstone, Data Modeling and Regression Analysis in Business"
user0345,"0385, 0992, 0670, 3469","Introduction to Machine Learning, Neural Networks and Deep Learning, Mining Quality Prediction Using Machine & Deep Learning, Getting started with TensorFlow 2"
user0346,"0687, 0355, 1677","Sequence Models, Natural Language Processing with Probabilistic Models, NLP: Twitter Sentiment Analysis"
user0347,"1677, 2924, 1755, 2754, 2570, 2497, 1838","NLP: Twitter Sentiment Analysis, Machine Learning: Regression, Natural Language Processing with Sequence Models, Natural Language Processing with Classification and Vector Spaces, Text Mining and Analytics, Transfer Learning for NLP with TensorFlow Hub, Convolutions for Text Classification with Keras"
user0348,"3361, 3369, 3370, 3465, 3472, 3475, 3483, 3491, 3503","Data Exploration and Visualization with Python, Image Compression with K-Means Clustering, Neural Network from Scratch in TensorFlow, Big Data Integration and Processing, Optimizing Machine Learning Performance, Support Vector Machines with scikit-learn, SQL for Data Science Capstone Project, Applied Data Science Capstone, Data Modeling and Regression Analysis in Business"
user0349,"1677, 2924, 1755, 2754, 2570, 2497, 1838","NLP: Twitter Sentiment Analysis, Machine Learning: Regression, Natural Language Processing with Sequence Models, Natural Language Processing with Classification and Vector Spaces, Text Mining and Analytics, Transfer Learning for NLP with TensorFlow Hub, Convolutions for Text Classification with Keras"
user0350,"0112, 0556, 1043, 2045","Leadership and Organizational Culture, Data-Driven Decision Making, Strategic Management in the Digital Age, Financial Risk Management"
user0351,"0027, 0478, 0923, 1776, 2989","Marketing Strategy, Entrepreneurial Leadership, Managerial Accounting, Business Law and Ethics, International Business Management"
user0352,"0336, 0669, 1224","Advanced Business Strategy, Digital Marketing, Managerial Decision Making"
user0353,"0098, 0345, 0689, 1512, 2655","Operations Management, Business Process Reengineering, International Finance, Advanced Business Analytics, Leadership and Team Building"
user0354,"0263, 0587, 1134","Strategic Marketing, Managerial Economics, Negotiation and Conflict Resolution"
user0355,"0015, 0445, 0849, 1627","Introduction to Accounting, Supply Chain Optimization, Strategic Human Resource Management, Advanced Corporate Finance"
user0356,"0202, 0755, 1347, 2764","Innovation and Entrepreneurship, Organizational Behavior and Design, Managerial Economics and Business Strategy, Financial Engineering"
user0357,"0046, 0498, 0975, 1987, 3167","Business Communication, Global Marketing Strategies, Financial Markets and Instruments, Digital Business Strategy, Strategic Leadership"
user0358,"0301, 0674, 1211, 2298","Strategic Operations Management, Business Negotiation Skills, Project Management Professional (PMP) Certification, Leading Digital Transformation"
user0359,"0029, 0638, 1123","Principles of Finance, Marketing Analytics, Organizational Change and Development"
user0360,"0056, 0537, 0921, 1698, 2987","Managerial Accounting, Entrepreneurial Finance, Business Analytics, Supply Chain Management, Advanced Corporate Strategy"
user0361,"0567, 1289, 2057, 0568, 2862","Inferential Statistical Analysis with Python, Create Interactive Dashboards with Streamlit and Python, Data Visualization with Python, Data Analysis with Python, Introduction to Data Analytics for Business"
user0362,"0567, 1289","Inferential Statistical Analysis with Python, Data Visualization with Python"
user0363,"0567, 1289","Inferential Statistical Analysis with Python, Data Visualization with Python"
user0364,"0567, 1289, 2057","Inferential Statistical Analysis with Python, Data Visualization with Python, Data Analysis with Python"
user0365,"0566, 0932, 1544, 2298, 3011","Marketing Research and Analytics, Financial Markets and Investments, Strategic Supply Chain Management, Business Development and Growth Strategies, Leadership in the Digital World"
user0366,"0288, 0667, 1329, 1998, 2672","Leadership and Change, International Finance and Investment, Advanced Marketing Strategy, Business Analytics and Big Data, Global Business Ethics"
user0367,"0428, 0897, 1567, 2237, 2987","Strategic Cost Analysis, Marketing in the Digital Age, Corporate Finance and Risk Management, Global Entrepreneurship and Innovation, Leadership and Sustainability"
user0368,"0346, 0735, 1310, 2169, 3099","Entrepreneurship and New Venture Creation, Strategic Marketing and Brand Management, Financial Analysis and Decision Making, Global Supply Chain Strategy, Business Ethics and Social Impact"
user0369,"0087, 0366, 0712, 1598","Marketing Strategy, Corporate Finance, Leading Change and Organizational Renewal, Digital Marketing Fundamentals"
user0370,"0087, 0366, 0712, 1598","Marketing Strategy, Corporate Finance, Leading Change and Organizational Renewal, Digital Marketing Fundamentals"
user0371,"0432, 0855, 1763, 3124, 3956","Operations Management, Strategic Innovation and Design, Data-Driven Decision Making, International Business Law, Global Marketing Management"
user0372,"0187, 0543, 1298","Entrepreneurship and Innovation, Business Analytics for Managers, Managerial Accounting"
user0373,"0046, 0431, 0879, 1680, 2875","Economics for Business, Negotiation and Conflict Resolution, Business Law, Risk Management, Strategic Management"
user0374,"0025, 0654, 1432, 2769","Leadership and Teamwork, Business Process Improvement, Financial Risk Management, Strategic Sourcing and Procurement"
user0375,"0143, 0388, 0726, 1497, 2587","Managerial Economics, International Finance, Marketing Management, Entrepreneurship in Action, Supply Chain Analytics"
user0376,"0222, 0597, 1276","Financial Markets and Instruments, Project Management for Professionals, Customer Relationship Management"
user0377,"0058, 0487, 0962, 1890, 3017","Strategic Human Resource Management, Business Ethics and Corporate Responsibility, Marketing Strategy and Planning, Financial Management, Global Business Leadership"
user0378,"0310, 0788, 1587, 2990","Strategic Decision Making, Digital Business Transformation, Advanced Financial Reporting, Entrepreneurship and Small Business Finance"
user0379,"0111, 0319, 0667, 1348, 2456","Corporate Finance and Valuation, Supply Chain Optimization, Marketing Analytics, Strategic Management of Technology and Innovation, Business Data Mining"
user0380,"0232, 0599, 1244, 2675","Financial Management in Healthcare, Business Law and Ethics, Operations and Supply Chain Management, Marketing Strategy for the Digital Age"
user0381,"0041, 0499, 1056","Strategic Planning and Execution, International Marketing, Accounting for Decision Makers"
user0382,"0342, 0715, 1423, 2816","Advanced Corporate Finance, Entrepreneurial Marketing, Leadership and Change Management, Business Analytics and Data Mining"
user0383,"0134, 0378, 0782, 1532, 2667","Strategic Management and Leadership, Consumer Behavior, Financial Modeling and Analysis, Innovation and Design Thinking, Global Business Negotiation"
user0384,"0012, 0548, 1267, 2435","Principles of Marketing, Strategic Management of Information Systems, Managerial Economics and Decision Making, Marketing Research and Strategy"
user0385,"0097, 0466, 0935, 1754, 2923","Corporate Social Responsibility, Global Strategy, Financial Accounting, Supply Chain Management, Leadership in the 21st Century"
user0386,"0027, 0564, 1329","Marketing Management, Advanced Managerial Accounting, Strategic Management of Technology"
user0387,"0075, 0628, 1295, 2477, 3592","Customer-Centric Marketing, International Business Ethics, Financial Markets and Institutions, Strategic Innovation and Entrepreneurship, Business Analytics for Decision Making"
user0388,"0123, 0456, 0944, 1825","Strategic Leadership and Management, Business Negotiation and Conflict Resolution, Advanced Financial Analysis, Marketing Analytics"
user0389,"0290, 0666, 1335, 2787","Entrepreneurial Finance, Supply Chain Management, Global Marketing, Digital Marketing Strategy"
user0390,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0391,"0234, 0548, 1123, 2475","Strategic Human Resource Management, Marketing Strategy and Planning, Financial Markets and Investment Strategy, Advanced Business Analytics"
user0392,"0111, 0498, 0976, 1893, 3087","Operations Management, International Business Law, Entrepreneurship: From Idea to Launch, Managing High-Performance Teams, Advanced Topics in Leadership"
user0393,"0352, 0729, 1367, 2810","Consumer Behavior Analysis, Business Data Mining, Advanced Corporate Finance, Strategic Management of Technology and Innovation"
user0394,"0038, 0650, 1247, 2522","Human Resource Management, Managerial Accounting and Control, Marketing Channels and Distribution Strategy, Global Business Strategy"
user0395,"0456, 0932, 1739, 3327","Strategic Supply Chain Management, Business Process Reengineering, Corporate Financial Strategy, Leading Change and Organizational Renewal"
user0396,"0612, 1057, 2145, 3546","Entrepreneurship and Business Development, Investment Banking and Capital Markets, Strategic Management of Information Technology, Negotiation and Conflict Resolution"
user0397,"0780, 0966, 2754",
user0398,"2754, 1677, 2611",
user0399,"0966, 1677, 1109",
user0400,"0780, 0966, 2754, 1677, 2116, 0687, 0816",
user0401,"0687, 0816",
user0402,"1677, 1109, 2497",
user0403,"1677, 1109, 2497",
user0404,"2558, 2924, 3334, 1801, 0992",
user0405,"1350, 3472, 2558, 2924, 3334, 1801, 0992",
user0406,"0780, 0966, 2754",
user0407,"2754, 1677, 2611",
user0408,"0966, 1677, 1109",
user0409,"0780, 0966, 2754, 1677, 2116, 0687, 0816",
user0410,"0687, 0816",
user0411,"1677, 1109, 2497",
user0412,"1677, 1109, 2497",
user0413,"2558, 2924, 3334, 1801, 0992",
user0414,"1350, 3472, 2558, 2924, 3334, 1801, 0992",
user0415,"1677, 2611, 1109, 2497",
user0416,"1677, 2611, 1109",
user0417,Data analysis,
user0418,"0567, 1289, 2057, 2708, 2359, 1888, 2087",
user0419,"0567, 1289, 2057",
user0420,"2359, 2919, 1888, 0555",
user0421,"2057, 0567, 1289, 0014, 2708, 0985, 0603",
user0422,"2057, 0567, 1289, 0985, 0603",
user0423,"2057, 0567, 1289, 3503, 1370",
user0424,"0567, 1289, 2708, 1956, 1158, 1544, 0555",
user0425,"2075, 1289, 1218",
user0426,"2075, 1289, 1218",
user0427,"2708, 1956, 1158, 1544, 0555",
user0428,"0567, 1289, 0014",
user0429,"2116, 0687, 0816",
user0430,"2558, 2924, 1801, 0992",
user0431,"0780, 0966, 2754",
user0432,"2754, 1677, 2611",
user0433,"0966, 1677, 1109",
user0434,"0780, 0966, 2754, 1677, 2116, 0687, 0816",
user0435,"0687, 0816",
user0436,"1677, 1109, 2497",
user0437,"1677, 1109, 2497",
user0438,"2558, 2924, 3334, 1801, 0992",
user0439,"1350, 3472, 2558, 2924, 3334, 1801, 0992",
user0440,"1677, 2611, 1109, 2497",
user0441,"1677, 2611, 1109",
user0442,Data analysis,
user0443,"0567, 1289, 2057, 2708, 2359, 1888, 2087",
user0444,"0567, 1289, 2057",
user0445,"2359, 2919, 1888, 0555",
user0446,"2057, 0567, 1289, 0014, 2708, 0985, 0603",
user0447,"2057, 0567, 1289, 0985, 0603",
user0448,"2057, 0567, 1289, 3503, 1370",
user0449,"0567, 1289, 2708, 1956, 1158, 1544, 0555",
user0450,"2075, 1289, 1218",
user0451,"2075, 1289, 1218",
user0452,"2708, 1956, 1158, 1544, 0555",
user0453,"0567, 1289, 0014",
user0454,"2116, 0687, 0816",
user0455,"2558, 2924, 1801, 0992",
user0456,"0014, 3278, 1075",
user0457,"0014, 3278, 1075",
user0458,"0014, 1075, 1502, 1599",
user0459,"1075, 1496, 1502, 1599",
user0460,"1075, 1502, 1599, 1496",
user0461,"0014, 3278, 1075",
user0462,"0014, 3278, 1075",
user0463,"0014, 1075, 1502, 1599",
user0464,"1075, 1496, 1502, 1599",
user0465,"1075, 1502, 1599",
user0466,"0567, 1289, 0014",
user0467,"2116, 0687, 0816",
user0468,"2558, 2924, 1801, 0992",
user0469,"0014, 3278, 1075",
user0470,"0014, 3278, 1075",
user0471,"0014, 1075, 1502, 1599",
user0472,"1075, 1496, 1502, 1599",
user0473,"1075, 1502, 1599, 1496",
user0474,"0014, 3278, 1075",
user0475,"0014, 3278, 1075",
user0476,"0014, 1075, 1502, 1599",
user0477,"1075, 1496, 1502, 1599",
user0478,"1075, 1502, 1599",
user0479,"0567, 1289, 0014",
user0480,"2116, 0687, 0816",
user0481,"2558, 2924, 1801, 0992",
user0482,"0014, 3278, 1075",
user0483,"0014, 3278, 1075",
user0484,"0014, 1075, 1502, 1599",
user0485,"1075, 1496, 1502, 1599",
user0486,"1075, 1502, 1599, 1496",
user0487,"0014, 3278, 1075",
user0488,"0014, 3278, 1075",
user0489,"0014, 1075, 1502, 1599",
user0490,"1075, 1496, 1502, 1599",
user0491,"1075, 1502, 1599",
user0492,"1075, 1496, 1502, 1599",
user0493,"1075, 1502, 1599",
user0494,"0567, 1289, 0014",
user0495,"2116, 0687, 0816",
user0496,"3081, 3103, 3124, 3155, 3156","Newborn Capstone, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective), Diabetes - a Global Challenge, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0497,"0027, 0223, 0263, 0363, 0414, 0431","Population Health: Alternative Payment Models, Technical Writing, Introduction to Biomedical Engineering, Precision Medicine, Global Health Security, Solidarity and Sustainability through the International Health Regulations, Healthcare Data Models"
user0498,"0016, 0022, 0053, 0067, 0082","Global Health: An Interdisciplinary Overview, COVID-19 - A clinical update, Managing Asthma, Allergies, Diabetes, and Seizures in School, Epigenetic Control of Gene Expression, The New Nordic Diet - from Gastronomy to Health"
user0499,"2024, 2085, 2717","Comparing Genes, Proteins, and Genomes (Bioinformatics III), Finding Mutations in DNA and Proteins (Bioinformatics VI), Interventions and Calibration"
user0500,"0391, 1808, 3454","Understanding China, 1700-2000: A Data Analytic Approach, Part 2, Social Network Analysis, Visual Analytics with Tableau"
user0501,"1027, 1086, 1124, 1166, 1246","Population Health: Fundamentals of Population Health Management, Logistic Regression in R for Public Health, Survey Data Collection and Analytics Project (Capstone), Global Health at the Human-Animal-Ecosystem Interface, Genome Sequencing (Bioinformatics II)"
user0502,"0055, 0072, 0081, 0101, 0141","Severe to Profound Intellectual Disability: Circles of Care and Education, Healthcare Consumerism and Implication for Care Delivery, Genetics and Society: A Course for Educators, Transgender Medicine for General Medical Providers, Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr)"
user0503,"3081, 3103, 3124, 3155, 3156","Newborn Capstone, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective), Diabetes - a Global Challenge, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0504,"0193, 0270, 0440, 0474, 0494","Cancer Prevention Web-Based Activity, Introduction to Algae, Mind Control: Managing Your Mental Health During COVID-19, Understanding Medical Research: Your Facebook Friend is Wrong, History of Medical Cannabis"
user0505,"0736, 0860, 0954, 0983, 0996","Methods and Statistics in Social Science - Final Research Project, Foundations of Public Health Practice: Behaviour & Behaviour Change, Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers, The Data Science of Health Informatics, The Horse Course: Introduction to Basic Care and Management"
user0506,"2679, 2680, 2687, 2688","Understanding Memory: Explaining the Psychology of Memory through Movies, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective), The Outcomes and Interventions of Health Informatics, Data Collection: Online, Telephone and Face-to-face"
user0507,"3007, 3013, 3034","Motivational Enhancement Techniques: Working with Patients with Opioid & Substance Use Disorders or High Risk Use MAT Waiver Training Supplemental Course, Introduction to Integrative Nursing, Questionnaire Design for Social Surveys"
user0508,"0120, 0286, 2712","Managing Big Data with MySQL, Introduction to Data Analysis Using Excel, Introduction to Deep Learning & Neural Networks with Keras"
user0509,"2803, 2905, 2912, 2916","Extracellular Vesicles in Health and Disease, Understanding Prostate Cancer, Gender and Sexuality: Diversity and Inclusion in the Workplace, Engineering Health: Introduction to Yoga and Physiology"
user0510,"1227, 1723, 3075","Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?, Classical papers in molecular genetics, Teaching and Assessing Clinical Skills"
user0511,"0840, 1183, 1188, 1233","Data Modeling and Regression Analysis in Business, Drugs, drug use, drug policy and health, Gut Check: Exploring Your Microbiome, Everyday Chinese Medicine 2"
user0512,"0954, 0965, 0990, 0999, 1004, 1049","Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers, Palliative Care Capstone Projects, Engineering Life: Synbio, Bioethics & Public Policy, Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI), Preventing Chronic Pain: A Human Systems Approach, Moralities of Everyday Life"
user0513,"0882, 0922, 0939, 0983, 1088, 1105","Qualitative Data Collection Methods, Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health, Qualitative Research Design, The Data Science of Health Informatics, Managing ADHD, Autism, Learning Disabilities, and Concussion in School, Introduction to Systematic Review and Meta-Analysis"
user0514,"1183, 1345, 1346, 1394, 1404, 1408, 1425","Data Modeling and Regression Analysis in Business, Childbirth: A Global Perspective, Lactation Biology, Leadership in Interprofessional Informatics, DNA Decoded, Myocardial Infarction, Basics of Extracellular Vesicles"
user0515,"1983, 2009, 2020, 2051, 2094, 2121, 2142, 2150","Introduction to Genetics and Evolution, Evidence-based Toxicology, Disease Clusters, Summary Statistics in Public Health, Psychological First Aid, Evolution: A Course for Educators, Positive Psychology, Communicating During Global Emergencies"
user0516,"2245, 2262, 2271, 2326, 2364, 2369, 2385","Epidemics, Trauma Emergencies and Care, Building on the SIR Model, Chicken Behaviour and Welfare, Dino 101: Dinosaur Paleobiology, Supporting Parents of a Newborn Baby, Application of Health Equity Research Methods for Practice and Policy"
user0517,"2419, 2422, 2430, 2455, 2463","Paleontology: Ancient Marine Reptiles, Addiction Treatment: Clinical Skills for Healthcare Providers, Paleontology: Ancient Marine Reptiles, Cannabis, Chronic Pain, and Related Disorders, Bacteria and Chronic Infections"
user0518,"2636, 2679, 2680, 2687, 2688","Drug Commercialization, Understanding Memory: Explaining the Psychology of Memory through Movies, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective), The Outcomes and Interventions of Health Informatics, Data Collection: Online, Telephone and Face-to-face"
user0519,"2761, 2778, 2785, 2798, 2799, 2819","MRI Fundamentals, Visual Perception and the Brain, Data and Health Indicators in Public Health Practice, Drug Development, Using clinical health data for better healthcare, Understanding Obesity"
user0520,"3066, 3081, 3104, 3106, 3124, 3132, 3155, 3156","Health Care Delivery in Healthcare Organizations, Newborn Capstone, Foundational Skills for Communicating About Health, Introduction to Cataract Surgery, Diabetes - a Global Challenge, Systems Thinking In Public Health, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0521,"3081, 3103, 3124, 3155, 3156","Newborn Capstone, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective), Diabetes - a Global Challenge, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0522,"3081, 3103, 3124, 3155, 3156","Newborn Capstone, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective), Diabetes - a Global Challenge, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0523,"0200, 0261, 0264, 0378, 0410, 0443","The Data Scientist's Toolbox, Getting and Cleaning Data, Exploratory Data Analysis, Reproducible Research, Data Science Specialization Capstone, Advanced R Programming"
user0524,"1480, 1541, 1607, 1651, 1658","Biology Meets Programming: Bioinformatics for Beginners, Anatomy: Musculoskeletal and Integumentary Systems, Health for All Through Primary Health Care, Health Systems Development: Health systems, Policy and Research, Understanding and Strengthening Health Systems"
user0525,"0427, 0465, 0650, 0668, 0674","Hearing Loss in Children, Easing the burden of obesity, diabetes and cardiovascular disease, The Social and Technical Context of Health Informatics, Antimicrobial resistance - theory and methods, Healthcare Data Quality and Governance"
user0526,"0248, 0270, 0277, 0280, 0336","Psychology of Popularity, Introduction to Algae, Nutrition and Lifestyle in Pregnancy, Lecture Series for Preventing and Controlling COVID-19, Anatomy of the Chest, Abdomen, and Pelvis"
user0527,"2907, 2965, 2989, 3000, 3016","Introduction to Breast Cancer, Qualitative Data Analysis with MAXQDA Software, Global Health Policy, The Science of Gastronomy, Motivational Enhancement Techniques: Working with Patients with Opioid & Substance Use Disorders or High Risk Use MAT Waiver Training Supplemental Course"
user0528,"0970, 1201, 1286, 1507, 1845, 2341","Machine Learning for Data Science, Big Data Analytics in Healthcare, Healthcare Analytics Capstone, Data Science Capstone, Big Data Capstone Project, Healthcare IT and Analytics Capstone"
user0529,"3034, 3077, 3104, 3106, 3124","Questionnaire Design for Social Surveys, Hypothesis Testing in Public Health, Foundational Skills for Communicating About Health, Introduction to Cataract Surgery, Diabetes - a Global Challenge"
user0530,"2641, 2732, 2761, 2778, 2785","Bioinformatics Capstone: Big Data in Biology, Anatomy: Human Neuroanatomy, MRI Fundamentals, Visual Perception and the Brain, Data and Health Indicators in Public Health Practice"
user0531,"3075, 3286, 3296, 3355, 3443","Teaching and Assessing Clinical Skills, Systems Science and Obesity, Health Systems Development: Introduction to Health Systems, Public Health in Humanitarian Crises 2, Anatomy: Cardiovascular, Respiratory and Urinary Systems"
user0532,"3081, 3103, 3124, 3155, 3156","Newborn Capstone, HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective), Diabetes - a Global Challenge, Plant Bioinformatics, Health in Complex Humanitarian Emergencies"
user0533,"0419, 0429, 0440, 0447, 0474","Positive Psychiatry and Mental Health, Introduction to Human Behavioral Genetics, Biohacking Your Brain's Health, Weight Management: Beyond Balancing Calories, Understanding Medical Research: Your Facebook Friend is Wrong"
user0534,"0869, 0872, 0882, 0922, 0939","Ecosystems of California, HPV-Associated Oral and Throat Cancer: What You Need to Know, Qualitative Data Collection Methods, Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health, Qualitative Research Design"
